"TOB plus 1.1.1.3 TLIQ"
Date,VALUE_CONVERTED
"1242212400000","20.83826446533203"
"1242385200000","20.58687400817871"
"1242471600000","19.79876136779785"
"1242558000000","20.493038177490234"
"1242644400000","20.97458839416504"
"1242730800000","20.88738441467285"
"1242817200000","19.2816219329834"
"1242903600000","17.86861228942871"
"1242990000000","17.24862289428711"
"1243249200000","17.755077362060547"
"1243508400000","16.866436004638672"
"1243594800000","13.996814727783203"
"1243940400000","17.432727813720703"
"1244026800000","16.7420654296875"
"1244113200000","15.720433235168457"
"1244199600000","15.37209415435791"
"1244458800000","15.416481018066406"
"1244545200000","15.746434211730957"
"1244631600000","15.446935653686523"
"1244718000000","9.794713973999023"
"1244804400000","5.870453834533691"
"1244890800000","5.848696708679199"
"1245063600000","5.740077495574951"
"1245236400000","5.700043201446533"
"1245322800000","5.799864292144775"
"1245409200000","5.650135517120361"
"1245495600000","5.969369888305664"
"1245668400000","5.737414360046387"
"1245754800000","6.642863750457764"
"1245841200000","13.329999923706055"
"1245927600000","9.267608642578125"
"1246014000000","3.427781105041504"
"1246273200000","-26.396032333374023"
"1246359600000","9.895556449890137"
"1246446000000","6.054409503936768"
"1246532400000","6.246397018432617"
"1246618800000","6.163891315460205"
"1246791600000","6.165964603424072"
"1246878000000","5.143826484680176"
"1246964400000","5.720059394836426"
"1247050800000","6.208559036254883"
"1247137200000","6.1812944412231445"
"1247223600000","6.080803871154785"
"1247396400000","6.157326698303223"
"1247482800000","7.181272029876709"
"1247828400000","6.822017669677734"
"1247914800000","6.044344902038574"
"1248087600000","-3.0818727016448975"
"1248174000000","6.460103511810303"
"1248260400000","6.551165580749512"
"1248346800000","6.025965690612793"
"1248433200000","6.104653835296631"
"1248519600000","6.152673244476318"
"1248865200000","6.387651443481445"
"1248951600000","6.87995719909668"
"1249210800000","6.521722316741943"
"1249297200000","6.439805030822754"
"1249383600000","6.076260566711426"
"1249470000000","6.140167713165283"
"1249556400000","6.2008056640625"
"1249642800000","6.248424530029297"
"1249815600000","6.274601459503174"
"1249988400000","6.3569817543029785"
"1250420400000","6.347751617431641"
"1250593200000","5.822505474090576"
"1250679600000","6.185191631317139"
"1250852400000","5.919333457946777"
"1250938800000","6.018555164337158"
"1251025200000","5.914956569671631"
"1251111600000","5.754280090332031"
"1251198000000","5.784301280975342"
"1251370800000","6.27351713180542"
"1251802800000","6.317373275756836"
"1251889200000","9.427907943725586"
"1251975600000","11.64949893951416"
"1252062000000","16.6347713470459"
"1252148400000","17.466777801513672"
"1252234800000","18.550065994262695"
"1252666800000","18.829221725463867"
"1253271600000","19.309480667114258"
"1253617200000","19.684057235717773"
"1253703600000","19.059789657592773"
"1253790000000","18.527259826660156"
"1253876400000","15.197699546813965"
"1254222000000","12.331775665283203"
"1254308400000","5.41582727432251"
"1254394800000","5.427667140960693"
"1254481200000","6.477431297302246"
"1254826800000","5.141275405883789"
"1254913200000","5.290600776672363"
"1254999600000","5.529021263122559"
"1255086000000","6.792370796203613"
"1255172400000","8.235400199890137"
"1255258800000","13.971829414367676"
"1255345200000","16.14086151123047"
"1255431600000","17.10689926147461"
"1255518000000","17.887300491333008"
"1255604400000","18.50385856628418"
"1255690800000","18.822715759277344"
"1255950000000","15.89938735961914"
"1256036400000","5.299464225769043"
"1256122800000","5.215334892272949"
"1256209200000","5.7164812088012695"
"1256295600000","6.69570255279541"
"1256382000000","4.9076642990112305"
"1256468400000","4.98693323135376"
"1256554800000","5.386245250701904"
"1256641200000","7.2718071937561035"
"1256814000000","5.89213228225708"
"1256900400000","5.8682403564453125"
"1257591600000","6.215632915496826"
"1257764400000","14.68057918548584"
"1257850800000","5.877410888671875"
"1257937200000","5.533105373382568"
"1258023600000","6.39076042175293"
"1258110000000","5.6349778175354"
"1258282800000","5.943255424499512"
"1258369200000","7.593238353729248"
"1258542000000","6.456051349639893"
"1258714800000","7.939047813415527"
"1258887600000","15.55024528503418"
"1258974000000","5.332155227661133"
"1259060400000","5.432345390319824"
"1259146800000","5.557024002075195"
"1259233200000","5.4307684898376465"
"1259319600000","5.602583885192871"
"1259578800000","5.311644554138184"
"1259665200000","5.365540504455566"
"1259751600000","6.776997089385986"
"1259838000000","5.2517170906066895"
"1259924400000","5.362062931060791"
"1260097200000","5.7307562828063965"
"1260183600000","7.028196811676025"
"1260270000000","5.340907096862793"
"1260356400000","5.7895612716674805"
"1260442800000","5.549170970916748"
"1260529200000","6.1062445640563965"
"1260615600000","6.273261547088623"
"1260702000000","5.973228454589844"
"1260788400000","5.8554816246032715"
"1260874800000","5.557967662811279"
"1260961200000","5.459027290344238"
"1261047600000","10.084595680236816"
"1261134000000","18.466678619384766"
"1261220400000","18.70137596130371"
"1261306800000","19.48613739013672"
"1261738800000","19.560895919799805"
